,prefLabel,LABEL
728,foeniculum vulgare piperitum ssp. piperitum ugria cout.,PLANTS
729,foeniculum vulgare var. capillaceum,PLANTS
730,foeniculum vulgare var. piperitum,PLANTS
731,foeniculum vulgare vulgare,PLANTS
732,fokiena hodginsii,PLANTS
733,fomes fometarius,PLANTS
734,fomes officinalis,PLANTS
735,fordia floribunda,PLANTS
736,fordia fruticosa,PLANTS
737,fordia fruticosa fo. genuina,PLANTS
738,fordia tomentosa,PLANTS
739,forsythia koreana,PLANTS
740,forsythia suspensa,PLANTS
741,forsythia viridissima,PLANTS
742,fortunella margarita,PLANTS
743,fouqueria splendens,PLANTS
744,fragaria ananassa,PLANTS
745,fragaria chiloensis,PLANTS
746,fragaria indica,PLANTS
747,fragaria palustris,PLANTS
748,fragaria vesca,PLANTS
749,fragaria virginiana,PLANTS
750,fragaria x ananassa,PLANTS
751,fragilaria pinnata,PLANTS
752,frangula alnus,PLANTS
753,frasera caroliniensis,PLANTS
754,fraxinus americana,PLANTS
755,fraxinus apetala,PLANTS
756,fraxinus biltmoreana,PLANTS
757,fraxinus chinensis,PLANTS
758,fraxinus excelsior,PLANTS
759,fraxinus japonica,PLANTS
760,fraxinus ornus,PLANTS
761,fraxinus paniculata,PLANTS
762,fraxinus rhynchophylla,PLANTS
763,freesia alba,PLANTS
764,freesia armstrongii,PLANTS
765,freesia refracta,PLANTS
766,freesia refracta var. alba,PLANTS
767,fridericia chica,PLANTS
768,frigonella foenum graecum,PLANTS
769,fritillaria ussuriensis,PLANTS
770,fritillaria verticillata,PLANTS
771,fucus crispus,PLANTS
772,fucus macrocystis,PLANTS
773,fucus nodosus,PLANTS
774,fucus serratus,PLANTS
775,fucus vesiculosus,PLANTS
776,fucus vesiculosus et serratus,PLANTS
777,fumaria cava,PLANTS
778,fumaria officinalis,PLANTS
779,furcaria cavanillesii,PLANTS
780,furcellaria fastigiata,PLANTS
781,furcellaria lumbricalis,PLANTS
782,fusanus spicatus,PLANTS
783,fusarium venenatum,PLANTS
784,fuscoporia obliqua,PLANTS
785,galanthus nivalis,PLANTS
786,galarhoeus jolkinii,PLANTS
787,galbanum,PLANTS
788,galedupa elliptica,PLANTS
789,galega officinalis,PLANTS
790,galeobdolon amplexicaule,PLANTS
791,galeopsis bifida,PLANTS
792,galeopsis ladanum,PLANTS
793,galeopsis segetum,PLANTS
794,galeopsis tetrahit,PLANTS
795,galipea officinalis hancock,PLANTS
796,galium aparine,PLANTS
797,galium cruciata,PLANTS
798,galium glabratum,PLANTS
799,galium mollugo,PLANTS
800,galium odoratum,PLANTS
801,galium palustre,PLANTS
802,galium saturejifolium,PLANTS
803,galium uliginosum,PLANTS
804,galium verum,PLANTS
805,galla rhois,PLANTS
806,ganoderma amboinense,PLANTS
807,ganoderma applanatum,PLANTS
808,ganoderma atrum,PLANTS
809,ganoderma japonicum,PLANTS
810,ganoderma lucidum,PLANTS
811,ganoderma neo-japonicum,PLANTS
812,ganoderma pfeifferi,PLANTS
813,ganoderma sinense,PLANTS
814,garcinia,PLANTS
815,garcinia atroviridis,PLANTS
816,garcinia cambogia,PLANTS
817,garcinia humilis,PLANTS
818,garcinia indica,PLANTS
819,garcinia kola,PLANTS
820,garcinia mangostana,PLANTS
821,garcinia quaesita,PLANTS
822,garcinia subelliptica,PLANTS
823,gardenia augusta,PLANTS
824,gardenia florida,PLANTS
825,gardenia grandiflora,PLANTS
826,gardenia jasminoides,PLANTS
827,gardenia jasminoides var. jasminoides,PLANTS
828,gardenia tahitensis,PLANTS
829,gardenia taitensis,PLANTS
830,gasoul crystallinum,PLANTS
831,gastrodia elata,PLANTS
832,gaultheria forrestii,PLANTS
833,gaultheria fragrantissima,PLANTS
834,gaultheria fragrantissima punctata,PLANTS
835,gaultheria fragrantissima subsp. punctata,PLANTS
836,gaultheria fragrantissima var. hirsuta,PLANTS
837,gaultheria odorata,PLANTS
838,gaultheria procumbens,PLANTS
839,gaylusaccia baccata,PLANTS
840,gelidiella acerosa,PLANTS
841,gelidium amansii,PLANTS
842,gelidium cartilagincum,PLANTS
843,gelidium pulchrum,PLANTS
844,gelidium sesquipedale,PLANTS
845,gelidium spp.,PLANTS
846,gelsemium lucidum,PLANTS
847,gelsemium nitidum,PLANTS
848,gelsemium sempervirens,PLANTS
849,geniostoma febrifugum,PLANTS
850,genipa americana,PLANTS
851,genista scoparia,PLANTS
852,genista tinctoria,PLANTS
853,gentiana acaulis,PLANTS
854,gentiana alborosea,PLANTS
855,gentiana amarella subsp. axillaris,PLANTS
856,gentiana amoena var. major,PLANTS
857,gentiana axillaris,PLANTS
858,gentiana centaurium,PLANTS
859,gentiana coerulescens var. parviflora,PLANTS
860,gentiana corifolia,PLANTS
861,gentiana cruciata,PLANTS
862,gentiana excisa,PLANTS
863,gentiana fortunei,PLANTS
864,gentiana galanderi,PLANTS
865,gentiana lutea,PLANTS
866,gentiana macrophylla,PLANTS
867,gentiana pannonica,PLANTS
868,gentiana parviflora,PLANTS
869,gentiana prostrata,PLANTS
870,gentiana punctata,PLANTS
871,gentiana purpurea,PLANTS
872,gentiana riojae,PLANTS
873,gentiana scabra,PLANTS
874,gentiana scabra subsp. australis,PLANTS
875,gentiana septemfida,PLANTS
876,gentiana urnula,PLANTS
877,gentiana verna,PLANTS
878,gentianella achalensis,PLANTS
879,gentianella alborosea,PLANTS
880,gentianella amarella,PLANTS
881,gentianella axillaris,PLANTS
882,gentianella florida,PLANTS
883,gentianella multicaulis,PLANTS
884,gentianella parviflora,PLANTS
885,gentianella riojae,PLANTS
886,gentianodes urnula,PLANTS
887,geraea canescens,PLANTS
888,geraea canescens var. paniculata,PLANTS
889,geranium cantabrigiense,PLANTS
890,geranium cantabrigiense hybrid,PLANTS
891,geranium carolinianum,PLANTS
892,geranium eriophorum,PLANTS
893,geranium inodorum,PLANTS
894,geranium lindleyanum,PLANTS
895,geranium macrorrhizum,PLANTS
896,geranium maculatum,PLANTS
897,geranium nepalense,PLANTS
898,geranium peltatum,PLANTS
899,geranium radula,PLANTS
900,geranium robertianum,PLANTS
901,geranium robertianum fo. inodorum,PLANTS
902,geranium robertianum var. inodorum,PLANTS
903,geranium sanguineum,PLANTS
904,geranium thunbergii,PLANTS
905,germander chamaedrys,PLANTS
906,germanium x cantabrigiense,PLANTS
907,geum aleppicum,PLANTS
908,geum aleppicum var. bipinnatum,PLANTS
909,geum intermedium,PLANTS
910,geum potaninii,PLANTS
911,geum rivale,PLANTS
912,geum rivale subsp. urbanum,PLANTS
913,geum strictum,PLANTS
914,geum strictum var. bipinnatum,PLANTS
915,geum urbanum,PLANTS
916,geum vidalii,PLANTS
917,gevuina avellana,PLANTS
918,gigartina skottsbergii,PLANTS
919,gigartina stellata,PLANTS
920,ginkgo biloba,PLANTS
921,ginkgo bilota,PLANTS
922,glaucium flavum,PLANTS
923,glaucium luteum,PLANTS
924,glebionis coronaria,PLANTS
925,glebionis segetum,PLANTS
926,glechoma hederacea,PLANTS
927,gleditsia australis,PLANTS
928,gleditsia japonica,PLANTS
929,gleditsia microcarpa,PLANTS
930,gleditsia triacanthos,PLANTS
931,gliricidia sepium,PLANTS
932,globularia alypum,PLANTS
933,globularia cordifolia,PLANTS
934,gloiopeltis aenax,PLANTS
935,glycine abrus,PLANTS
936,glycine apios,PLANTS
937,glycine max,PLANTS
938,glycine max soybean,PLANTS
939,glycine soja,PLANTS
940,glycine soya,PLANTS
941,glycosmis pentaphylla cor.,PLANTS
942,glycyrrhiza echinata,PLANTS
943,glycyrrhiza glabra,PLANTS
944,glycyrrhiza glabra licorice,PLANTS
945,glycyrrhiza inflata,PLANTS
946,glycyrrhiza uralensis,PLANTS
947,gmelina arborea,PLANTS
948,gmelina asiatica,PLANTS
949,gmelina rheedii,PLANTS
950,gnaphalium affine,PLANTS
951,gnaphalium connoideum,PLANTS
952,gnaphalium conoideum,PLANTS
953,gnaphalium dioicum,PLANTS
954,gnaphalium leontopodium,PLANTS
955,gnaphalium obtusifolium,PLANTS
956,gnaphalium odoratissimum,PLANTS
957,gnaphalium polycephalum,PLANTS
958,gnaphalium uliginosum,PLANTS
959,gnetum acutatum,PLANTS
960,gnetum gnemon,PLANTS
961,gnetum vinosum,PLANTS
962,goebelia pachycarpa,PLANTS
963,gomphrena arborescens,PLANTS
964,gomphrena erianthos,PLANTS
965,gomphrena globosa,PLANTS
966,gomphrena officinalis,PLANTS
967,gomphrena paniculata,PLANTS
968,gomphrena paniculata fo. ovatifolia,PLANTS
969,gonostegia pentandra,PLANTS
970,gordonia chilaunia,PLANTS
971,gordonia wallichii,PLANTS
972,gorgonia,PLANTS
973,gorinkia campestris,PLANTS
974,gossypium,PLANTS
975,gossypium arboreum,PLANTS
976,gossypium hirsutum,PLANTS
977,gossypium prostatum,PLANTS
978,gossypium punctatum,PLANTS
979,gossypium zaitzevii,PLANTS
980,gracilaria vermiculophylla,PLANTS
981,gracilaria verrucosa,PLANTS
982,gracilariopsis chorda,PLANTS
983,granadilla incarnata,PLANTS
984,granadilla laurifolia,PLANTS
985,granadilla quadrangularis,PLANTS
986,granatum surinamensis,PLANTS
987,grapefruit,PLANTS
988,grateloupia livida,PLANTS
989,gratiola monnieria,PLANTS
990,gratiola monnierii,PLANTS
991,grevillea robusta,PLANTS
992,grevillea speciosa,PLANTS
993,grevillea umbratica,PLANTS
994,grewia salviifolia,PLANTS
995,griffonia simplicifolia,PLANTS
996,grifola frondosa,PLANTS
997,grifolia frondosa,PLANTS
998,grindelia camporum,PLANTS
999,grindelia chiloensis,PLANTS
1000,grindelia hirsutula,PLANTS
1001,grindelia humilis,PLANTS
1002,grindelia oregana,PLANTS
1003,grindelia robusta,PLANTS
1004,grindelia squarrosa,PLANTS
1005,grislea punctata,PLANTS
1006,grislea tomentosa,PLANTS
1007,grossularia nigra,PLANTS
1008,guaiabara uvifera,PLANTS
1009,guaiac,PLANTS
1010,guaiacum guatemalense,PLANTS
1011,guaiacum officinale,PLANTS
1012,guaiacum sanctum,PLANTS
1013,guaiacum spp.,PLANTS
1014,guaiacum verticale,PLANTS
1015,guajava pyrifera,PLANTS
1016,guanabanus muricatus,PLANTS
1017,guanabanus squamosus,PLANTS
1018,guapurium peruvianum,PLANTS
1019,guavai,PLANTS
1020,guazuma ulmifolia,PLANTS
1021,guevina avellana,PLANTS
1022,guilandina bondu,PLANTS
1023,guilandina bonduc,PLANTS
1024,guilandina bonduc var. minus,PLANTS
1025,guilandina crista,PLANTS
1026,guilandina echinata,PLANTS
1027,guilandina moringa,PLANTS
1028,guizotia abyssinica,PLANTS
1029,gummi xanthanum,PLANTS
1030,gymnaster savatieri,PLANTS
1031,gymnema sylvestre,PLANTS
1032,gymnocladus dioica,PLANTS
1033,gymnosporia senegalensis,PLANTS
1034,gynostemma pentaphyllum,PLANTS
1035,gynura bicolor,PLANTS
1036,gynura procumbens,PLANTS
1037,gypsophila paniculata,PLANTS
1038,haberlea rhodopensis,PLANTS
1039,habershamia cuneifolia,PLANTS
1040,habzelia aethiopica,PLANTS
1041,haematococcus pluvialis,PLANTS
1042,haematoxylon brasiletto,PLANTS
1043,haematoxylon campechianum,PLANTS
1044,haematoxylum campechianum,PLANTS
1045,haenkea macrocarpa,PLANTS
1046,haenkea multiflora,PLANTS
1047,halidrys siliquosa,PLANTS
1048,halimeda bikiniensis,PLANTS
1049,halimeda opuntia,PLANTS
1050,haliptilon attenuatum,PLANTS
1051,halobacterium halobium,PLANTS
1052,halopteris scoparia,PLANTS
1053,hamamelis androgyna,PLANTS
1054,hamamelis corylifolia,PLANTS
1055,hamamelis dioica,PLANTS
1056,hamamelis macrophylla,PLANTS
1057,hamamelis virginiana,PLANTS
1058,hamamelis virginiana fo. parvifolia,PLANTS
1059,hamamelis virginiana fo. rubescens,PLANTS
1060,hamamelis virginiana var. angustifolia,PLANTS
1061,hamamelis virginiana var. orbiculata,PLANTS
1062,hamamelis virginica var. macrophylla,PLANTS
1063,hamamelis virginica var. parvifolia,PLANTS
1064,handroanthus heptaphyllus,PLANTS
1065,handroanthus impetiginosus,PLANTS
1066,handroanthus lapacho,PLANTS
1067,handroanthus serratifolius,PLANTS
1068,haplopappus baylahuen,PLANTS
1069,haronga madagascariensis,PLANTS
1070,haronga paniculata,PLANTS
1071,haronga paniculata fo. oblongifolia,PLANTS
1072,haronga paniculata var. oblongifolia,PLANTS
1073,harongana paniculata,PLANTS
1074,harpagophytum procumbens,PLANTS
1075,harrisia bonplandii,PLANTS
1076,hartogia betulina,PLANTS
1077,harungana madagascariensis,PLANTS
1078,harungana paniculata,PLANTS
1079,harungana robynsii,PLANTS
1080,haslea ostrearia,PLANTS
1081,hebanthe erianthos,PLANTS
1082,hebanthe paniculata,PLANTS
1083,hebanthe virgata,PLANTS
1084,hedeoma nepalensis,PLANTS
1085,hedeoma pulegioides,PLANTS
1086,hedera caucasigena,PLANTS
1087,hedera helix,PLANTS
1088,hedera helix subsp. caucasigena,PLANTS
1089,hedera taurica,PLANTS
1090,hedychium coronarium,PLANTS
1091,hedychium coronarium koenig,PLANTS
1092,hedychium flavescens,PLANTS
1093,hedychium spicatum,PLANTS
1094,hedyotis diffusa,PLANTS
1095,hedysarum alhagi,PLANTS
1096,hedysarum tuberosum,PLANTS
1097,heimia salicifolia,PLANTS
1098,helianthus annuus,PLANTS
1099,helianthus annuus hybrid,PLANTS
1100,helianthus annuus sunflower,PLANTS
1101,helianthus tuberosus,PLANTS
1102,helichrysum angustifolium,PLANTS
1103,helichrysum angustifolium dc.,PLANTS
1104,helichrysum arenarium,PLANTS
1105,helichrysum arenarium l. moench,PLANTS
1106,helichrysum bracteatum,PLANTS
1107,helichrysum faradifani,PLANTS
1108,helichrysum gymnocephalum,PLANTS
1109,helichrysum italicum,PLANTS
1110,helichrysum kilimanjari,PLANTS
1111,helichrysum odoratissimum,PLANTS
1112,helichrysum rusillonii,PLANTS
1113,helichrysum rusillonii var. cuneatum,PLANTS
1114,helichrysum saxatile,PLANTS
1115,helichrysum stoechas,PLANTS
1116,heliconia ravenala,PLANTS
1117,heliconia rostrata,PLANTS
1118,heliopsis longipes,PLANTS
1119,heliopsis longipes s.f. blake,PLANTS
1120,heliotropium arborescens,PLANTS
1121,heliotropium europaeum,PLANTS
1122,heliotropium peruvianum,PLANTS
1123,heliotropium stevenianum,PLANTS
1124,helix pomatia,PLANTS
1125,hellenia speciosa,PLANTS
1126,helxine soleirolii,PLANTS
1127,helychrysum arenarium,PLANTS
1128,hemerocallis fulva,PLANTS
1129,hemerocallis lilioasphodelus var. fulvus,PLANTS
1130,hemidesmus indicus,PLANTS
1131,hemistepa lyrata,PLANTS
1132,hemizonia corymbosa,PLANTS
1133,heracleum candicans,PLANTS
1134,heracleum candolleanum,PLANTS
1135,heracleum paphlagonicum czeczott,PLANTS
1136,heracleum sphondylium,PLANTS
1137,hericium erinaceus,PLANTS
1138,heritiera allughas,PLANTS
1139,herniaria glabra,PLANTS
1140,herniaria hirsuta,PLANTS
1141,herniaria incana lam.,PLANTS
1142,herniaria macrocarpa sm.,PLANTS
1143,herniaria suavis,PLANTS
1144,herpestis cuneifolia,PLANTS
1145,herpestis monnieri,PLANTS
1146,herpestis procumbens,PLANTS
1147,herpetica alata,PLANTS
1148,hesperis matronalis,PLANTS
1149,hesperocyparis arizonica,PLANTS
1150,hesperocyparis lusitanica,PLANTS
1151,heteropanax fragrans,PLANTS
1152,heteropanax fragrans var. attenuatus,PLANTS
1153,heteropanax fragrans var. ferrugineus,PLANTS
1154,heterosigma akashiwo,PLANTS
1155,heterotheca inuloides,PLANTS
1156,hevea brasiliensis,PLANTS
1157,hexachlamys edulis,PLANTS
1158,heyderia decurrens,PLANTS
1159,hibbertia scandens,PLANTS
1160,hibiscus abelmoschus,PLANTS
1161,hibiscus acerifolius,PLANTS
1162,hibiscus cannabinus,PLANTS
1163,hibiscus cruentus,PLANTS
1164,hibiscus esculentus,PLANTS
1165,hibiscus floridus,PLANTS
1166,hibiscus fraternus,PLANTS
1167,hibiscus immutabilis,PLANTS
1168,hibiscus japonicus,PLANTS
1169,hibiscus makinoi,PLANTS
1170,hibiscus militaris,PLANTS
1171,hibiscus mutabilis,PLANTS
1172,hibiscus mutabilis fo. plenus,PLANTS
1173,hibiscus palmatilobus,PLANTS
1174,hibiscus rhombifolius,PLANTS
1175,hibiscus rosa sinensis,PLANTS
1176,hibiscus rosa-sinensis,PLANTS
1177,hibiscus sabdariffa,PLANTS
1178,hibiscus sinensis,PLANTS
1179,hibiscus syriacus,PLANTS
1180,hibiscus unidens,PLANTS
1181,hibiscus verrucosus,PLANTS
1182,hicorius oliviformis,PLANTS
1183,hieracium pilosella,PLANTS
1184,hieracium umbellatum,PLANTS
1185,hierochloe alpina,PLANTS
1186,hierochloe odorata,PLANTS
1187,himanthalia elongata,PLANTS
1188,hippeastrum barbatum,PLANTS
1189,hippeastrum puniceum,PLANTS
1190,hippocastanum vulgare,PLANTS
1191,hippochaete hyemalis,PLANTS
1192,hippophae rhamnoides,PLANTS
1193,hipposelinum levisticum,PLANTS
1194,hirudo medicinalis,PLANTS
1195,hizikia fusiforme,PLANTS
1196,hizikia fusiformis,PLANTS
1197,holarrhena antidysenterica,PLANTS
1198,holarrheria antidysentrica,PLANTS
1199,homalomena aromatica,PLANTS
1200,homalomena rubescens,PLANTS
1201,homonoia riparia,PLANTS
1202,hoodia gordonii,PLANTS
1203,hopea spp.,PLANTS
1204,hoplostethus atlanticus,PLANTS
1205,hordeum distichon,PLANTS
1206,hordeum glaucum,PLANTS
1207,hordeum murinum,PLANTS
1208,hordeum sativum,PLANTS
1209,hordeum vulgare,PLANTS
1210,hortonia floribunda,PLANTS
1211,hosta longipes,PLANTS
1212,hoteia chinensis,PLANTS
1213,hottonia palustris,PLANTS
1214,houttuynia cordata,PLANTS
1215,hovenia dulcis,PLANTS
1216,hovenia dulcis var. glabra,PLANTS
1217,hovenia dulcis var. latifolia,PLANTS
1218,howardia cymbifera,PLANTS
1219,hoya carnosa,PLANTS
1220,hummingbird tree,PLANTS
1221,humulus japonicus,PLANTS
1222,humulus lupulus,PLANTS
1223,huperzia selago,PLANTS
1224,huperzia serrata,PLANTS
1225,hyacinthus orientalis,PLANTS
1226,hyacinthus orientalis l.,PLANTS
1227,hydnocarpus kurzii,PLANTS
1228,hydnocarpus pentandrus,PLANTS
1229,hydrangea arborescens,PLANTS
1230,hydrangea kamienskii,PLANTS
1231,hydrangea macrophylla,PLANTS
1232,hydrangea macrophylla subsp. serrata,PLANTS
1233,hydrangea macrophylla var. thunbergii,PLANTS
1234,hydrangea paniculata,PLANTS
1235,hydrangea sachalinensis,PLANTS
1236,hydrangea schindleri,PLANTS
1237,hydrangea serrata,PLANTS
1238,hydrangea verticillata,PLANTS
1239,hydrastis canadensis,PLANTS
1240,hydrocotyle asiatica,PLANTS
1241,hydrocotyle vulgaris,PLANTS
1242,hydrolyzed garcinia mangostana,PLANTS
1243,hydropeltis purpurea,PLANTS
1244,hydropuntia edulis,PLANTS
1245,hydrosme rivieri,PLANTS
1246,hygrophila ringens,PLANTS
1247,hylocereus costaricensis,PLANTS
1248,hylocereus undatus,PLANTS
1249,hylodesmum oldhamii,PLANTS
1250,hylotelephium cauticolum,PLANTS
1251,hylotelephium telephium,PLANTS
1252,hymenaea courbaril,PLANTS
1253,hymenaea verrucosa,PLANTS
1254,hymenochaeta tabernaemontani,PLANTS
1255,hyoscyamus agrestis,PLANTS
1256,hyoscyamus albus,PLANTS
1257,hyoscyamus bohemicus,PLANTS
1258,hyoscyamus insanus,PLANTS
1259,hyoscyamus muticus,PLANTS
1260,hyoscyamus niger,PLANTS
1261,hyoscyamus niger var. annuus,PLANTS
1262,hyoscyamus niger var. chinensis,PLANTS
1263,hyperanthera moringa,PLANTS
1264,hypericum dogonbadanicum assadi,PLANTS
1265,hypericum elongatum,PLANTS
1266,hypericum erectum,PLANTS
1267,hypericum hyssopifolium subsp. elongatum,PLANTS
1268,hypericum hyssopifolium var. elongatum,PLANTS
1269,hypericum maculatum,PLANTS
1270,hypericum perforatum,PLANTS
1271,hypericum pulchrum,PLANTS
1272,hypericum punctatum,PLANTS
1273,hypericum quadrangulum,PLANTS
1274,hypericum thesiifolium,PLANTS
1275,hypnea musciformis,PLANTS
1276,hypochoeris radicata,PLANTS
1277,hypoxis aurea,PLANTS
1278,hypoxis hemerocallidea,PLANTS
1279,hypoxis rooperi,PLANTS
1280,hypsizygus ulmarius,PLANTS
1281,hyptis spicigera lam.,PLANTS
1282,hyptis suaveolens,PLANTS
1283,hyptis suaveolens l. poit.,PLANTS
1284,hyssopus ambiguus,PLANTS
1285,hyssopus cretaceus,PLANTS
1286,hyssopus officinalis,PLANTS
1287,iana,PLANTS
1288,iberis amara,PLANTS
1289,iberis bursa-pastoris,PLANTS
1290,icica heptaphylla,PLANTS
1291,icica surinamensis,PLANTS
1292,idaeus,PLANTS
1293,ignatia amara,PLANTS
1294,ignatiana philippinica,PLANTS
1295,ilex aquifolium,PLANTS
1296,ilex crenata,PLANTS
1297,ilex guayusa,PLANTS
1298,ilex laevigata,PLANTS
1299,ilex latifolia,PLANTS
1300,ilex latifolia var. tarajo,PLANTS
1301,ilex paraguariensis,PLANTS
1302,ilex rotunda,PLANTS
1303,ilex rotunda var. sinensis,PLANTS
1304,ilex tarajo,PLANTS
1305,ilex verticillata,PLANTS
1306,illecebrum lanatum,PLANTS
1307,illicium religiosum,PLANTS
1308,illicium san-ki,PLANTS
1309,illicium verum,PLANTS
1310,impatiens,PLANTS
1311,impatiens capensis,PLANTS
1312,impatiens eriocarpa,PLANTS
1313,impatiens hochstetteri subsp. hochstetteri,PLANTS
1314,impatiens stapfiana,PLANTS
1315,imperata cylindrica,PLANTS
1316,imperata cylindrica beauv.,PLANTS
1317,imperatoria ostruthium,PLANTS
1318,indigofera argentea,PLANTS
1319,indigofera indica,PLANTS
1320,indigofera suffruticosa,PLANTS
1321,indigofera sumatrana,PLANTS
1322,indigofera tinctoria,PLANTS
1323,inga alba,PLANTS
1324,inga bourgoni,PLANTS
1325,inga edulis,PLANTS
